pipeline_mean,pipeline_std,pipeline_ic95,baseline_mean,baseline_std,baseline_ic95,speedup
0.04147181160005857,0.003555003082430696,0.0031160975925942393,0.0033600211999328168,0.0004933655430091372,0.0004324539656344145,0.08101939776192636
